source_dataset,presbytery_normalized,presbytery_id,canonicalization_status,observed_roster_rows,unique_printed_name_denominator,confirmed_person_count,confirmed_resolution_rate,multi_roster_person_count,multi_roster_rate_among_confirmed
overture_15_minority_2022,blue ridge,blue-ridge,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,canada west,canada-west,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,central carolina,central-carolina,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,central georgia,central-georgia,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,chesapeake,chesapeake,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,chicago metro,chicago-metro,current_exact,2,2,1,50.00,1,100.00
overture_15_minority_2022,eastern pennsylvania,eastern-pennsylvania,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,evangel,evangel,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,fellowship,fellowship,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,grace,grace,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,gulf coast,gulf-coast,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,houston metro,houston-metro,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,iliana,illiana,known_alias,2,2,0,0.00,0,0.00
overture_15_minority_2022,iowa,iowa,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,james river,james-river,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,lowcountry,,unresolved_historical_or_noncanonical,1,1,0,0.00,0,0.00
overture_15_minority_2022,new jersey,new-jersey,current_exact,1,1,1,100.00,1,100.00
overture_15_minority_2022,north florida,north-florida,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,north texas,north-texas,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,northwest georgia,northwest-georgia,current_exact,2,2,1,50.00,1,100.00
overture_15_minority_2022,palmetto,palmetto,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,pee dee,pee-dee,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,rocky mountain,rocky-mountain,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,siouxlands,siouxlands,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,south florida,south-florida,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,southeast alabama,southeast-alabama,current_exact,1,1,1,100.00,1,100.00
overture_15_minority_2022,southwest florida,southwest-florida,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,suncoast florida,suncoast-florida,current_exact,2,2,0,0.00,0,0.00
overture_15_minority_2022,susquehanna valley,susquehanna-valley,current_exact,2,2,1,50.00,1,100.00
overture_15_minority_2022,tennessee valley,tennessee-valley,current_exact,1,1,0,0.00,0,0.00
overture_15_minority_2022,westminster,westminster,current_exact,2,2,0,0.00,0,0.00
overture_15_negative_votes_2022,blue ridge,blue-ridge,current_exact,2,2,1,50.00,1,100.00
overture_15_negative_votes_2022,calvary,calvary,current_exact,4,4,3,75.00,3,100.00
overture_15_negative_votes_2022,catawba valley,catawba-valley,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,central carolina,central-carolina,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,central florida,central-florida,current_exact,6,6,3,50.00,3,100.00
overture_15_negative_votes_2022,central georgia,central-georgia,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,central indiana,central-indiana,current_exact,4,4,3,75.00,3,100.00
overture_15_negative_votes_2022,chesapeake,chesapeake,current_exact,4,4,3,75.00,3,100.00
overture_15_negative_votes_2022,chicago metro,chicago-metro,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,covenant,covenant,current_exact,2,2,1,50.00,1,100.00
overture_15_negative_votes_2022,eastern canada,eastern-canada,current_exact,5,5,3,60.00,3,100.00
overture_15_negative_votes_2022,eastern carolina,eastern-carolina,current_exact,3,3,1,33.33,1,100.00
overture_15_negative_votes_2022,eastern pennsylvania,eastern-pennsylvania,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,evangel,evangel,current_exact,11,11,2,18.18,2,100.00
overture_15_negative_votes_2022,georgia foothills,georgia-foothills,current_exact,2,2,1,50.00,1,100.00
overture_15_negative_votes_2022,great lakes,great-lakes,current_exact,2,2,2,100.00,2,100.00
overture_15_negative_votes_2022,gulfstream,gulfstream,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,highlands,highlands,current_exact,3,3,2,66.67,2,100.00
overture_15_negative_votes_2022,hills and plains,hills-and-plains,current_exact,5,5,4,80.00,4,100.00
overture_15_negative_votes_2022,houston metro,houston-metro,current_exact,2,2,2,100.00,2,100.00
overture_15_negative_votes_2022,korean capital,korean-capital,current_exact,6,6,5,83.33,5,100.00
overture_15_negative_votes_2022,korean central,korean-central,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,korean eastern,korean-eastern,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,korean southeastern,korean-southeastern,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,korean southwest,korean-southwest,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,korean southwest orange county,korean-southwest-orange-county,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,korean southwestern,,unresolved_historical_or_noncanonical,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,lowcountry,,unresolved_historical_or_noncanonical,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,metro atlanta,metro-atlanta,current_exact,6,6,4,66.67,4,100.00
overture_15_negative_votes_2022,metropolitan new york,metropolitan-new-york,current_exact,11,11,3,27.27,3,100.00
overture_15_negative_votes_2022,mississippi valley,mississippi-valley,current_exact,2,2,0,0.00,0,0.00
overture_15_negative_votes_2022,missouri,missouri,current_exact,10,10,6,60.00,6,100.00
overture_15_negative_votes_2022,nashville,nashville,current_exact,19,19,12,63.16,12,100.00
overture_15_negative_votes_2022,new york state,new-york-state,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,north florida,north-florida,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,north texas,north-texas,current_exact,6,6,5,83.33,5,100.00
overture_15_negative_votes_2022,northern california,northern-california,current_exact,8,8,3,37.50,3,100.00
overture_15_negative_votes_2022,northern illinois,northern-illinois,current_exact,2,2,2,100.00,2,100.00
overture_15_negative_votes_2022,ohio valley,ohio-valley,current_exact,5,5,2,40.00,2,100.00
overture_15_negative_votes_2022,pacific,pacific,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,pacific northwest,pacific-northwest,current_exact,2,2,1,50.00,1,100.00
overture_15_negative_votes_2022,palmetto,palmetto,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,philadelphia,philadelphia,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,piedmont triad,piedmont-triad,current_exact,5,5,4,80.00,4,100.00
overture_15_negative_votes_2022,pittsburgh,pittsburgh,current_exact,3,3,2,66.67,2,100.00
overture_15_negative_votes_2022,potomac,potomac,current_exact,4,4,2,50.00,2,100.00
overture_15_negative_votes_2022,rio grande,rio-grande,current_exact,2,2,2,100.00,2,100.00
overture_15_negative_votes_2022,rocky mountain,rocky-mountain,current_exact,6,6,4,66.67,4,100.00
overture_15_negative_votes_2022,south coast,south-coast,current_exact,5,5,3,60.00,3,100.00
overture_15_negative_votes_2022,south florida,south-florida,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,south texas,south-texas,current_exact,2,2,1,50.00,1,100.00
overture_15_negative_votes_2022,southcoast,south-coast,known_alias,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,southern louisiana,southern-louisiana,current_exact,3,3,3,100.00,3,100.00
overture_15_negative_votes_2022,southern new england,southern-new-england,current_exact,5,5,3,60.00,3,100.00
overture_15_negative_votes_2022,suncoast florida,suncoast-florida,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,susquehanna valley,susquehanna-valley,current_exact,3,3,2,66.67,2,100.00
overture_15_negative_votes_2022,tennessee valley,tennessee-valley,current_exact,3,3,3,100.00,3,100.00
overture_15_negative_votes_2022,tidewater,tidewater,current_exact,1,1,0,0.00,0,0.00
overture_15_negative_votes_2022,westminster,westminster,current_exact,1,1,1,100.00,1,100.00
overture_15_negative_votes_2022,wisconsin,wisconsin,current_exact,4,4,2,50.00,2,100.00
overture_37_minority_2021,blue ridge,blue-ridge,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,chesapeake,chesapeake,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,chicago metro,chicago-metro,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,evangel,evangel,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,gulfstream,gulfstream,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,heritage,heritage,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,highlands,highlands,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,hills and plains,hills-and-plains,current_exact,2,2,2,100.00,2,100.00
overture_37_minority_2021,james river,james-river,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,korean capital,korean-capital,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,missouri,missouri,current_exact,2,2,1,50.00,1,100.00
overture_37_minority_2021,new york metro,metropolitan-new-york,known_alias,1,1,0,0.00,0,0.00
overture_37_minority_2021,north texas,north-texas,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,northern california,northern-california,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,northern new england,northern-new-england,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,of northern illinois,northern-illinois,known_alias,1,1,0,0.00,0,0.00
overture_37_minority_2021,palmetto,palmetto,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,piedmont triad,piedmont-triad,current_exact,2,2,1,50.00,1,100.00
overture_37_minority_2021,pittsburgh,pittsburgh,current_exact,2,2,0,0.00,0,0.00
overture_37_minority_2021,rio grande,rio-grande,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,susquehanna,susquehanna-valley,known_alias,1,1,1,100.00,1,100.00
overture_37_minority_2021,tennessee valley,tennessee-valley,current_exact,1,1,1,100.00,1,100.00
overture_37_minority_2021,tidewater,tidewater,current_exact,1,1,0,0.00,0,0.00
overture_37_minority_2021,wisconsin,wisconsin,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,arizona,arizona,current_exact,2,2,1,50.00,1,100.00
overture_37_negative_votes_2021,calvary,calvary,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,catawba valley,catawba-valley,current_exact,1,1,1,100.00,1,100.00
overture_37_negative_votes_2021,central florida,central-florida,current_exact,4,4,2,50.00,2,100.00
overture_37_negative_votes_2021,central georgia,central-georgia,current_exact,3,3,1,33.33,1,100.00
overture_37_negative_votes_2021,central indiana,central-indiana,current_exact,7,7,4,57.14,4,100.00
overture_37_negative_votes_2021,chesapeake,chesapeake,current_exact,9,9,3,33.33,3,100.00
overture_37_negative_votes_2021,chicago metro,chicago-metro,current_exact,6,6,4,66.67,4,100.00
overture_37_negative_votes_2021,columbus metro,,unresolved_historical_or_noncanonical,2,2,2,100.00,2,100.00
overture_37_negative_votes_2021,covenant,covenant,current_exact,4,4,2,50.00,2,100.00
overture_37_negative_votes_2021,eastern carolina,eastern-carolina,current_exact,1,1,1,100.00,1,100.00
overture_37_negative_votes_2021,eastern pa,,unresolved_historical_or_noncanonical,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,evangel,evangel,current_exact,4,4,3,75.00,3,100.00
overture_37_negative_votes_2021,georgia foothills,georgia-foothills,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,great lakes,great-lakes,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,heritage,heritage,current_exact,3,3,2,66.67,2,100.00
overture_37_negative_votes_2021,hills and plains,hills-and-plains,current_exact,7,7,3,42.86,3,100.00
overture_37_negative_votes_2021,houston metro,houston-metro,current_exact,3,3,1,33.33,1,100.00
overture_37_negative_votes_2021,james river,james-river,current_exact,3,3,0,0.00,0,0.00
overture_37_negative_votes_2021,korean capital,korean-capital,current_exact,2,2,2,100.00,2,100.00
overture_37_negative_votes_2021,metro atlanta,metro-atlanta,current_exact,7,7,7,100.00,7,100.00
overture_37_negative_votes_2021,metro new york,metropolitan-new-york,known_alias,2,2,1,50.00,1,100.00
overture_37_negative_votes_2021,missouri,missouri,current_exact,24,24,15,62.50,15,100.00
overture_37_negative_votes_2021,nashville,nashville,current_exact,8,8,6,75.00,6,100.00
overture_37_negative_votes_2021,north florida,north-florida,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,north texas,north-texas,current_exact,7,7,4,57.14,4,100.00
overture_37_negative_votes_2021,northern california,northern-california,current_exact,7,7,5,71.43,5,100.00
overture_37_negative_votes_2021,northern illinois,northern-illinois,current_exact,4,4,2,50.00,2,100.00
overture_37_negative_votes_2021,northern new england,northern-new-england,current_exact,3,3,0,0.00,0,0.00
overture_37_negative_votes_2021,ohio,ohio,current_exact,1,1,1,100.00,1,100.00
overture_37_negative_votes_2021,ohio valley,ohio-valley,current_exact,6,6,5,83.33,5,100.00
overture_37_negative_votes_2021,pacific,pacific,current_exact,3,3,2,66.67,2,100.00
overture_37_negative_votes_2021,pacific northwest,pacific-northwest,current_exact,8,8,4,50.00,4,100.00
overture_37_negative_votes_2021,palmetto,palmetto,current_exact,5,5,2,40.00,2,100.00
overture_37_negative_votes_2021,philadelphia,philadelphia,current_exact,1,1,1,100.00,1,100.00
overture_37_negative_votes_2021,philadelphia metro west,philadelphia-metro-west,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,piedmont triad,piedmont-triad,current_exact,6,6,3,50.00,3,100.00
overture_37_negative_votes_2021,pittsburgh,pittsburgh,current_exact,3,3,2,66.67,2,100.00
overture_37_negative_votes_2021,potomac,potomac,current_exact,6,6,4,66.67,4,100.00
overture_37_negative_votes_2021,providence,providence,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,rio grande,rio-grande,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,rocky mountain,rocky-mountain,current_exact,4,4,2,50.00,2,100.00
overture_37_negative_votes_2021,south coast,south-coast,current_exact,4,4,4,100.00,4,100.00
overture_37_negative_votes_2021,south texas,south-texas,current_exact,6,6,2,33.33,2,100.00
overture_37_negative_votes_2021,southern louisiana,southern-louisiana,current_exact,2,2,1,50.00,1,100.00
overture_37_negative_votes_2021,southern new england,southern-new-england,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,susquehanna valley,susquehanna-valley,current_exact,4,4,2,50.00,2,100.00
overture_37_negative_votes_2021,tennessee valley,tennessee-valley,current_exact,6,6,4,66.67,4,100.00
overture_37_negative_votes_2021,tidewater,tidewater,current_exact,3,3,1,33.33,1,100.00
overture_37_negative_votes_2021,west hudson,west-hudson,current_exact,2,2,0,0.00,0,0.00
overture_37_negative_votes_2021,westminster,westminster,current_exact,1,1,0,0.00,0,0.00
overture_37_negative_votes_2021,wisconsin,wisconsin,current_exact,4,4,2,50.00,2,100.00
pipa_women_study_committee_protest_2016,calvary,calvary,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,fellowship,fellowship,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,heartland,heartland,current_exact,2,2,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,houston metro,houston-metro,current_exact,2,2,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,james river,james-river,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,mississippi valley,mississippi-valley,current_exact,2,2,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,missouri,missouri,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,north florida,north-florida,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,north west georgia,,unresolved_historical_or_noncanonical,2,2,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,ohio valley,ohio-valley,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,palmetto,palmetto,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,providence,providence,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,savannah river,savannah-river,current_exact,3,3,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,south texas,south-texas,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,southern louisiana,southern-louisiana,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,southwest florida,southwest-florida,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,tennessee valley,tennessee-valley,current_exact,3,3,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,warrior,warrior,current_exact,1,1,0,0.00,0,0.00
pipa_women_study_committee_protest_2016,western carolina,,unresolved_historical_or_noncanonical,2,2,0,0.00,0,0.00
warhurst_protest_2019,arizona,arizona,current_exact,4,4,2,50.00,2,100.00
warhurst_protest_2019,ascension,ascension,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,blue ridge,blue-ridge,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,calvary,calvary,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,catawba valley,catawba-valley,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,central carolina,central-carolina,current_exact,9,9,2,22.22,2,100.00
warhurst_protest_2019,central florida,central-florida,current_exact,4,4,1,25.00,1,100.00
warhurst_protest_2019,central indiana,central-indiana,current_exact,5,5,2,40.00,2,100.00
warhurst_protest_2019,chesapeake,chesapeake,current_exact,3,3,3,100.00,3,100.00
warhurst_protest_2019,chicago metro,chicago-metro,current_exact,3,3,2,66.67,2,100.00
warhurst_protest_2019,columbus metro,,unresolved_historical_or_noncanonical,3,3,2,66.67,2,100.00
warhurst_protest_2019,covenant,covenant,current_exact,2,2,1,50.00,1,100.00
warhurst_protest_2019,eastern canada,eastern-canada,current_exact,2,2,2,100.00,2,100.00
warhurst_protest_2019,eastern carolina,eastern-carolina,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,eastern pennsylvania,eastern-pennsylvania,current_exact,2,2,0,0.00,0,0.00
warhurst_protest_2019,evangel,evangel,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,fellowship,fellowship,current_exact,2,2,0,0.00,0,0.00
warhurst_protest_2019,georgia foothills,georgia-foothills,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,gulfstream,gulfstream,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,hills and plains,hills-and-plains,current_exact,11,11,9,81.82,9,100.00
warhurst_protest_2019,houston metro,houston-metro,current_exact,4,4,3,75.00,3,100.00
warhurst_protest_2019,illiana,illiana,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,james river,james-river,current_exact,3,3,0,0.00,0,0.00
warhurst_protest_2019,korean capital,korean-capital,current_exact,2,2,2,100.00,2,100.00
warhurst_protest_2019,korean capitol,korean-capital,known_alias,1,1,0,0.00,0,0.00
warhurst_protest_2019,korean eastern,korean-eastern,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,korean southwest,korean-southwest,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,korean southwest orange county,korean-southwest-orange-county,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,lowcountry,,unresolved_historical_or_noncanonical,2,2,0,0.00,0,0.00
warhurst_protest_2019,metro atlanta,metro-atlanta,current_exact,8,8,5,62.50,5,100.00
warhurst_protest_2019,metro new york,metropolitan-new-york,known_alias,1,1,0,0.00,0,0.00
warhurst_protest_2019,missouri,missouri,current_exact,17,17,13,76.47,13,100.00
warhurst_protest_2019,nashville,nashville,current_exact,9,9,3,33.33,3,100.00
warhurst_protest_2019,new york state,new-york-state,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,north texas,north-texas,current_exact,11,11,3,27.27,3,100.00
warhurst_protest_2019,northern california,northern-california,current_exact,6,6,4,66.67,4,100.00
warhurst_protest_2019,northern illinois,northern-illinois,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,northern new england,northern-new-england,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,northwest georgia,northwest-georgia,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,ohio,ohio,current_exact,2,2,1,50.00,1,100.00
warhurst_protest_2019,ohio valley,ohio-valley,current_exact,2,2,1,50.00,1,100.00
warhurst_protest_2019,pacific,pacific,current_exact,2,2,1,50.00,1,100.00
warhurst_protest_2019,pacific northwest,pacific-northwest,current_exact,2,2,0,0.00,0,0.00
warhurst_protest_2019,palmetto,palmetto,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,philadelphia,philadelphia,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,philadelphia metro west,philadelphia-metro-west,current_exact,2,2,0,0.00,0,0.00
warhurst_protest_2019,piedmont triad,piedmont-triad,current_exact,5,5,4,80.00,4,100.00
warhurst_protest_2019,pittsburgh,pittsburgh,current_exact,3,3,2,66.67,2,100.00
warhurst_protest_2019,platte valley,platte-valley,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,potomac,potomac,current_exact,8,8,5,62.50,5,100.00
warhurst_protest_2019,rio grande,rio-grande,current_exact,3,3,3,100.00,3,100.00
warhurst_protest_2019,rocky mountain,rocky-mountain,current_exact,3,3,2,66.67,2,100.00
warhurst_protest_2019,siouxland,siouxlands,known_alias,1,1,0,0.00,0,0.00
warhurst_protest_2019,south coast,south-coast,current_exact,4,4,3,75.00,3,100.00
warhurst_protest_2019,south texas,south-texas,current_exact,6,6,2,33.33,2,100.00
warhurst_protest_2019,southeast alabama,southeast-alabama,current_exact,1,1,0,0.00,0,0.00
warhurst_protest_2019,southern louisiana,southern-louisiana,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,southern new england,southern-new-england,current_exact,6,6,2,33.33,2,100.00
warhurst_protest_2019,southwest florida,southwest-florida,current_exact,7,7,2,28.57,2,100.00
warhurst_protest_2019,suncoast florida,suncoast-florida,current_exact,3,3,0,0.00,0,0.00
warhurst_protest_2019,susquehanna valley,susquehanna-valley,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,tennessee valley,tennessee-valley,current_exact,2,2,0,0.00,0,0.00
warhurst_protest_2019,tidewater,tidewater,current_exact,2,2,1,50.00,1,100.00
warhurst_protest_2019,westminster,westminster,current_exact,1,1,1,100.00,1,100.00
warhurst_protest_2019,wisconsin,wisconsin,current_exact,3,3,1,33.33,1,100.00
women_study_committee_procedural_registration_2016,ascension,ascension,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,blue ridge,blue-ridge,current_exact,3,3,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,calvary,calvary,current_exact,12,12,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,catawba valley,catawba-valley,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,chesapeake,chesapeake,current_exact,5,5,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,chicago metro,chicago-metro,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,eastern pennsylvania,eastern-pennsylvania,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,fellowship,fellowship,current_exact,10,10,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,georgia foothills,georgia-foothills,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,grace,grace,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,great lakes,great-lakes,current_exact,6,6,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,gulf coast,gulf-coast,current_exact,4,4,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,gulf stream,,unresolved_historical_or_noncanonical,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,heartland,heartland,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,houston metro,houston-metro,current_exact,6,6,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,james river,james-river,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,korean southeastern,korean-southeastern,current_exact,1,1,1,100.00,1,100.00
women_study_committee_procedural_registration_2016,lowcountry,,unresolved_historical_or_noncanonical,3,3,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,metro atlanta,metro-atlanta,current_exact,4,4,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,metro new york,metropolitan-new-york,known_alias,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,mississippi valley,mississippi-valley,current_exact,19,19,1,5.26,1,100.00
women_study_committee_procedural_registration_2016,nashville,nashville,current_exact,3,3,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,new jersey,new-jersey,current_exact,2,2,1,50.00,1,100.00
women_study_committee_procedural_registration_2016,new york state,new-york-state,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,north florida,north-florida,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,north texas,north-texas,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,northern california,northern-california,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,northern illinois,northern-illinois,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,northwest georgia,northwest-georgia,current_exact,4,4,1,25.00,1,100.00
women_study_committee_procedural_registration_2016,ohio,ohio,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,ohio valley,ohio-valley,current_exact,4,4,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,palmetto,palmetto,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,philadelphia,philadelphia,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,philadelphia metro w,,unresolved_historical_or_noncanonical,1,1,1,100.00,1,100.00
women_study_committee_procedural_registration_2016,pittsburgh,pittsburgh,current_exact,5,5,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,potomac,potomac,current_exact,8,8,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,providence,providence,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,rocky mountain,rocky-mountain,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,s new england,southern-new-england,known_alias,5,5,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,savannah river,savannah-river,current_exact,5,5,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,south florida,south-florida,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,south texas,south-texas,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,southeast alabama,southeast-alabama,current_exact,4,4,1,25.00,1,100.00
women_study_committee_procedural_registration_2016,southern louisiana,southern-louisiana,current_exact,2,2,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,southwest,,unresolved_historical_or_noncanonical,1,1,1,100.00,1,100.00
women_study_committee_procedural_registration_2016,southwest florida,southwest-florida,current_exact,3,3,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,suncoast florida,suncoast-florida,current_exact,1,1,0,0.00,0,0.00
women_study_committee_procedural_registration_2016,susquehanna valley,susquehanna-valley,current_exact,2,2,1,50.00,1,100.00
